WTHR_YEAR,WTHR_MM,WTHR_REGN,WTHR_AVG_TEMP,WTHR_AVG_H_TEMP,WTHR_AVG_L_TEMP,WTHR_AVG_PRECIP,WTHR_AVG_WNDSPD,WTHR_MX_WNDSPD,WTHR_AVG_PRESS,WTHR_MX_PRESS,WTHR_MN_PRESS,WTHR_AVG_SEA_PRESS,WTHR_MX_SEA_PRESS,WTHR_MN_SEA_PRESS,WTHR_AVG_RHUM,WTHR_MN_RHUM,WTHR_SUM_SUNHR
2024,7,경북,26.3,30.3,23,316.2,1.9,7.4,1005.9,1015.9,996.6,1007.7,1017.9,999.4,89,61,191.7
2024,8,경북,27.5,32.9,23.4,59.3,1.6,6.8,1006.3,1011.2,1001,1008.1,1013.2,1002.5,87,52,262.9
2024,9,경북,24,29,20.2,225.7,1.5,6.3,1013.3,1022.3,1004.1,1014.3,1024,1005.1,88,58,188.2
2024,1,광주,3,7.3,-0.5,31.1,1.2,5.9,1016.5,1024.4,1008.7,1025.3,1033.3,1017.4,75,27,159.3
2024,2,광주,6.1,10.6,2.3,111.3,1.3,5.6,1015.1,1023.3,1000.8,1023.8,1032.2,1009.1,83,27,115.3
2024,3,광주,8.2,14.1,3.4,79.5,1.5,6.9,1010.3,1022.2,995.5,1018.9,1030.9,1003.9,71,11,195
2024,4,광주,16.6,22.5,11.6,79.6,1.2,5.7,1005.3,1018.6,994.5,1013.6,1027.1,1002.7,76,18,180.8
2024,5,광주,19.2,25.3,14,102,1.4,6.7,1005.5,1012.8,994.7,1013.7,1021.3,1002.7,73,18,271.3
2024,6,광주,23.8,29.3,19.4,149.1,1.3,5.3,1000.3,1011.4,987.6,1008.3,1019.6,995.5,77,28,219.2
2024,7,광주,26.9,30.5,24.3,250.4,1.9,6.8,999.7,1009.1,991.2,1007.6,1017.1,999.1,87,49,130.5
2024,8,광주,28.5,33.5,24.9,132.1,1.3,5.9,999.3,1004.8,994.2,1007.2,1012.7,1002,76,44,247
2024,9,광주,26.3,31,22.5,181.4,1.1,4.9,1004.5,1012.2,992.7,1012.5,1020.5,1000.6,75,35,187.1
2024,1,대구,2.3,7.6,-2.1,21.4,2.5,9.8,1017.6,1027.4,1009.2,1024.4,1034.4,1015.8,58,15,209.2
2024,2,대구,5.4,10.4,1.5,56.8,2.3,8.2,1017.6,1026.6,1001.7,1024.4,1033.5,1008,71,16,110.2
2024,3,대구,8.5,14.3,3.2,70.9,2.6,9.1,1011.4,1023.4,997.1,1018,1030.3,1003.3,55,12,211.3
2024,4,대구,16.3,22.5,10.8,60.6,2.2,8.5,1007.5,1022.2,998,1013.9,1028.9,1004.2,62,14,184.8
2024,5,대구,19.4,26.2,12.9,59.8,2.4,9.3,1006.6,1015.6,993.5,1013,1022,999.7,57,15,281.2
2024,6,대구,24.6,30.4,19.4,98.3,1.9,6.8,1001.4,1013.8,989.2,1007.6,1020.2,995.3,61,18,233.7
2024,7,대구,27.8,31.7,24.5,372.2,2,7.3,1001,1011.2,990.9,1007.1,1017.3,997,75,41,151.8
2024,8,대구,29.1,34.4,25,118.3,2.3,8.3,1001.1,1005.8,995.6,1007.1,1012,1001.5,70,32,250.3
2024,9,대구,25.4,30.4,21.6,151.5,1.9,6.9,1007,1015.8,997.7,1013.2,1022.2,1003.7,75,33,163.9
2024,1,대전,0.3,5.3,-3.9,47.8,1.7,6.9,1017,1025.7,1008.7,1025.6,1034.5,1017.1,67,18,144.4
2024,2,대전,4.3,9.1,0.2,93.9,1.9,8.6,1015.9,1023.9,1000.9,1024.3,1032.5,1009,70,14,103.4
2024,3,대전,7.2,13.1,1.8,57.9,2.2,8.5,1010.4,1022.5,996.8,1018.7,1031,1004.9,57,10,212.2
2024,4,대전,16.1,22.6,10.3,32.7,1.9,7,1005.8,1019,996.2,1013.8,1027.3,1004.2,59,13,211.3
2024,5,대전,18.5,24.8,12.4,126.8,1.9,7.2,1005.4,1012.9,993.7,1013.3,1021.1,1001.5,62,18,283.5
2024,6,대전,24,30,18.5,76.9,1.8,5.8,1000.1,1011.9,987.1,1007.9,1019.9,994.7,62,20,270.2
2024,7,대전,26.6,30.4,23.7,485.1,1.9,7.2,999.3,1008.6,989.4,1006.9,1016.3,997.1,81,45,124.1
2024,8,대전,28.7,33.5,25,87.3,1.7,7.3,999.6,1004.7,994.3,1007.2,1012.4,1001.8,75,37,241
2024,9,대전,25.8,31,22,204.6,1.7,7.2,1005.1,1014,996.7,1012.9,1021.9,1004.1,73,35,195.6
2024,1,본부,1.3,6.1,-2.9,35.3,2,8.1,1025.2,1033.4,1016.7,1026.8,1039.7,1018.1,77,48,214.3
2024,2,본부,4.4,9,0.4,110.2,2,8.3,1024.1,1033.4,1009.3,1027,1037.1,1010.8,86,48,146
2024,3,본부,7.1,12.7,1.7,68.2,2.3,9.2,1019,1031.3,1003.4,1020.2,1034.1,1005.6,76,27,229.9
2024,4,본부,14.9,21.1,9.5,84.9,1.8,7.3,1014.2,1028.7,1004.4,1015.7,1030.7,1005.8,83,36,240.7
2024,5,본부,17.7,24,11.9,119.3,2,8.5,1014.1,1021.8,1002.1,1014.4,1024,1006.1,81,31,291.2
2024,6,본부,22.7,28.3,17.6,145.5,1.7,7,1008.8,1020.3,996.9,1009,1023.2,999.2,88,45,305.9
2024,7,본부,26.3,30,23.4,352.1,2.1,8.3,1008.4,1018.6,1000.4,1008.8,1018.9,1001.3,94,73,204.9
2024,8,본부,28,33,24.2,83.6,1.6,7.2,1007.4,1013.3,1001.7,1008.6,1014.6,1002.6,88,54,306.7
2024,9,본부,24.8,29.8,21.1,249.8,1.6,6.9,1013.3,1022.4,1004.1,1015.3,1025.4,1005.7,90,58,234.5
2024,1,부산,4.1,9.6,-0.3,34.8,2.5,8.5,1023.8,1033.2,1015.4,1024.2,1033.6,1015.8,61,14,214.3
2024,2,부산,7.3,11.7,3.5,114.1,3.2,8.8,1023.9,1032.5,1000,1024.2,1032.9,1009,69,23,111.5
2024,3,부산,9.4,14.4,4.6,96,3.1,10.9,1018.1,1030.2,1001.4,1018.5,1030.6,1001.8,57,9,214.2
2024,4,부산,15.9,21.1,11.5,148.2,2.5,8.7,1014.2,1028.7,1003.3,1014.5,1029.1,1003.7,68,26,183.6
2024,5,부산,18.7,24.2,13.6,134.7,3,9.1,1013.6,1021.1,1000.1,1013.9,1021.5,1000.4,65,21,267.2
2024,6,부산,22.9,27.4,19.2,175.4,2.5,11.9,1008.5,1020.3,996.9,1008.8,1020.7,997.2,74,36,192.3
2024,7,부산,26.6,29.9,24.1,289.7,3.5,10.8,1008.4,1018.6,999.7,1008.7,1018.9,1000,87,57,163
2024,8,부산,29.2,33.6,25.9,80,2.8,9.9,1007.4,1013.3,991.5,1007.7,1013.6,1001.1,80,46,269.6
2024,9,부산,26.6,31.1,23.4,419.4,2.6,8.8,1013.2,1021.6,1002.5,1013.5,1021.9,1002.8,77,41,195.5
2024,1,불명,1.3,6.1,-2.9,35.3,2,8.1,1025.2,1033.4,1016.7,1026.8,1039.7,1018.1,77,48,214.3
2024,2,불명,4.4,9,0.4,110.2,2,8.3,1024.1,1033.4,1009.3,1027,1037.1,1010.8,86,48,146
2024,3,불명,7.1,12.7,1.7,68.2,2.3,9.2,1019,1031.3,1003.4,1020.2,1034.1,1005.6,76,27,229.9
2024,4,불명,14.9,21.1,9.5,84.9,1.8,7.3,1014.2,1028.7,1004.4,1015.7,1030.7,1005.8,83,36,240.7
2024,5,불명,17.7,24,11.9,119.3,2,8.5,1014.1,1021.8,1002.1,1014.4,1024,1006.1,81,31,291.2
2024,6,불명,22.7,28.3,17.6,145.5,1.7,7,1008.8,1020.3,996.9,1009,1023.2,999.2,88,45,305.9
2024,7,불명,26.3,30,23.4,352.1,2.1,8.3,1008.4,1018.6,1000.4,1008.8,1018.9,1001.3,94,73,204.9
2024,8,불명,28,33,24.2,83.6,1.6,7.2,1007.4,1013.3,1001.7,1008.6,1014.6,1002.6,88,54,306.7
2024,9,불명,24.8,29.8,21.1,249.8,1.6,6.9,1013.3,1022.4,1004.1,1015.3,1025.4,1005.7,90,58,234.5
2024,1,서울,-0.5,3.6,-3.9,18.9,2.3,7.2,1014.1,1023.1,1004.8,1025,1034.1,1015.4,67,23,177.4
2024,2,서울,3.8,8.2,0.2,74.7,2.5,8.8,1013.1,1021.9,997.5,1023.8,1032.8,1007.8,73,30,109.3
2024,3,서울,7,12,2.4,29.9,2.7,8.4,1007.5,1018.8,993.1,1018,1029.6,1003.5,57,13,190.6
2024,4,서울,16.3,22.4,11.5,33.2,2.4,7.9,1003.5,1016.2,993.8,1013.6,1026.5,1003.6,56,14,209.2
2024,5,서울,18.5,23.7,13.8,125.1,2.4,9.1,1002.8,1009.9,991.2,1012.8,1020.2,1001,63,23,262
2024,6,서울,24.6,30.1,19.9,115.9,2.2,7.2,997.3,1008.7,984.5,1007,1018.6,994.1,61,27,285.6
2024,7,서울,26.6,29.6,24.1,557.3,2.5,8.3,996.1,1005.6,988.6,1005.7,1015.3,998.3,81,40,96.3
2024,8,서울,29.3,33.3,26.3,72.8,2.1,8.2,996.7,1001.2,991.2,1006.3,1010.8,1000.7,73,40,179
2024,9,서울,25.5,29.8,22,143.9,2.3,7.1,1002.5,1011.4,994.1,1012.2,1021.4,1003.6,72,37,166.9
2024,1,세종,0.1,4.8,-3.8,42.5,1.3,6,1014.3,1023.1,1005.9,1025.7,1034.6,1017,72,22,130.2
2024,2,세종,4,8.7,-0.1,104,1.5,6.9,1013.2,1020.9,998.3,1024.4,1032.2,1009,76,21,95.4
2024,3,세종,7,12.8,1.6,48.8,1.8,8,1007.6,1019.5,994,1018.6,1030.7,1004.7,62,9,188.1
2024,4,세종,15.8,22.1,10.1,43.3,1.5,5.4,1003.1,1016.2,993.7,1013.6,1027.2,1004.2,63,17,192.2
2024,5,세종,17.9,24.4,12.1,128.8,1.5,7,1002.7,1010.2,991.3,1013.2,1021,1001.6,67,20,265.5
2024,6,세종,23.3,29.4,17.6,104.3,1.3,5.6,997.4,1009.2,984.5,1007.6,1019.7,994.6,67,16,262.6
2024,7,세종,26.2,29.9,23.4,542.1,1.5,5.5,996.5,1005.9,987.3,1006.6,1016.1,997.5,83,50,120.7
2024,8,세종,28.1,33.1,24.4,70.7,1.3,5.8,996.9,1002.8,991.5,1006.9,1012.1,1001.3,78,45,222.2
2024,9,세종,25.2,30.4,21.6,232.1,1.4,4.2,1002.4,1011.3,994,1012.6,1021.8,1003.9,77,39,178.5
2024,1,울산,3.4,8.3,-0.7,42.3,2.5,7.1,1013,1022.5,1003.8,1023.1,1032.7,1013.6,55,12,197.5
2024,2,울산,6,10,2.5,105.4,2.6,7.8,1013.6,1022.2,997.5,1023.7,1032.5,1006.8,71,23,100.9
2024,3,울산,8.6,13.3,3.6,80.2,2.7,9.8,1007.4,1019.1,992.1,1017.3,1029.2,1001.7,56,10,215.1
2024,4,울산,14.9,20.2,10.6,99.1,1.9,6.5,1004.1,1018.1,994.3,1013.7,1028.1,1004,69,19,186.8
2024,5,울산,17.9,23.5,12.4,69.3,2.2,8.8,1003.2,1011.9,989.3,1012.7,1021.5,998.6,64,15,273.1
2024,6,울산,22.6,27.4,18.4,124.6,1.5,7.4,998.2,1010.4,986.2,1007.5,1020,995.3,71,30,209
2024,7,울산,26.9,30.6,23.8,209.2,2.3,9.3,997.9,1008.3,989.2,1007,1017.5,998.3,78,39,193.6
2024,8,울산,28,32.3,24.5,89.1,2.1,8.2,997.8,1003,991.6,1006.9,1012.1,1000.7,76,46,272
2024,9,울산,24.7,29,21.5,237,1.9,5.9,1003.6,1012.1,589.8,1012.9,1021.5,963.4,80,31,167.7
2024,1,인천,-0.5,2.8,-3.8,15.2,3.2,10.6,1020.8,1029.5,1010.5,1026.5,1035.7,1016.4,71,29,172.4
2024,2,인천,2.6,6,-0.5,65.1,3.3,11,1019.6,1027.5,1003.4,1025.4,1033.6,1009.2,77,36,145.8
2024,3,인천,5.8,10,1.8,24.2,3.4,12.7,1013.4,1025.1,998,1019.2,1031.2,1003.8,65,18,229.9
2024,4,인천,13.3,18.4,9,44.8,2.6,8.5,1008.9,1021.4,1000.1,1014.6,1027.2,1004.7,72,15,227.8
2024,5,인천,16,20.1,12.1,109.2,2.8,10.5,1008.3,1015.6,996.2,1013.9,1021,1001.8,77,30,262.9
2024,6,인천,21.5,26.1,17.5,71.9,2.4,8.6,1002.9,1014.5,988.6,1008.4,1020.1,994.1,78,32,305.9
2024,7,인천,24.6,27.5,22.5,377.2,3.2,12,1001.3,1010.5,994.4,1006.8,1015.9,999.8,91,62,125.3
2024,8,인천,27.4,31,24.7,130,2.2,10,1002.4,1007.1,993.5,1007.8,1012.5,1001.7,85,45,238.1
2024,9,인천,23.9,27.5,20.8,102.5,2.2,7.7,1008.3,1017,1000.4,1013.8,1022.7,1005.6,82,51,193.2
2024,1,전남,3.4,7.8,-0.6,46.4,2.9,10.2,1025.2,1033.4,1016.7,1026.4,1034.3,1017.8,77,48,191.2
2024,2,전남,6.1,10.3,2.3,145.7,2.7,10.4,1024.1,1032.3,1009.3,1024.8,1032.7,1010,82,48,124.8
2024,3,전남,8,13.3,3.1,80.8,2.9,10.8,1019,1031.3,1003.1,1020.2,1032.5,1005.3,76,27,206.9
2024,4,전남,14.9,20.4,10,147.3,2.1,9,1014.2,1028.1,1003.2,1014.9,1028.3,1003.4,82,27,203.7
2024,5,전남,17.9,23.7,12.6,162.2,2.6,10.9,1014.1,1021.4,1002.1,1014.3,1022.6,1002.9,81,27,276.2
2024,6,전남,22.3,27.2,18.2,196.9,2.1,8.8,1008.8,1019.8,996.6,1009,1020,996.8,85,32,205
2024,7,전남,26.4,29.8,23.9,297,2.8,8.9,1008.4,1018.2,1000.4,1008.6,1018.4,1000.7,94,73,153.4
2024,8,전남,28.4,33.4,24.7,61.6,1.9,8.3,1007.4,1012.5,1001.7,1007.6,1012.7,1002.2,85,54,306.7
2024,9,전남,26,30.9,22.4,285.2,2,9.5,1012.8,1020.8,998.6,1013,1021,1001.3,87,56,234.5
2024,1,전북,1.3,6.1,-2.8,50.9,1.6,7.5,1023.9,1032.5,1015.7,1026.3,1035,1018.1,77,33,162.3
2024,2,전북,4.7,9.5,0.5,113.1,1.7,8,1022.4,1029.9,1007.2,1024.7,1033.2,1009.5,81,34,118.2
2024,3,전북,6.8,12.7,1.2,69,2.1,9.6,1017.4,1029.6,1003.2,1019.7,1031.9,1005.6,72,20,209.6
2024,4,전북,14.9,21.4,9.2,67.6,1.6,8.2,1012.3,1025.4,1001.8,1014.6,1027.7,1004.2,76,18,198.2
2024,5,전북,17.7,24.2,11.8,98.8,1.9,8.3,1012.2,1019.6,1000.3,1014.4,1022.2,1006.1,76,27,288
2024,6,전북,22.6,28.6,17.5,114.6,1.7,6.9,1006.9,1018.2,992.9,1008.9,1020.7,995.6,77,28,248.7
2024,7,전북,26.8,30.5,23.8,368.8,2.2,8.6,1005.7,1014.9,994,1007.9,1017.5,998.7,85,58,152.4
2024,8,전북,28.1,33.5,24.2,85.8,1.5,7.5,1005.8,1011.1,999.4,1007.8,1013.1,1002.5,84,48,253.2
2024,9,전북,25.5,30.9,21.4,201.1,1.4,6.6,1011.2,1019.2,1000.8,1013.3,1021.9,1003.6,84,44,206.7
2024,1,제주,7.8,10.9,4.8,72.2,4.2,12.9,1022,1029.8,1013.6,1024.6,1032.3,1016.1,72,43,162.7
2024,2,제주,9.7,12.4,7.3,192.4,4,14.6,1020.4,1029.3,1007.7,1022.9,1031.9,1010.8,79,41,108.3
2024,3,제주,10.7,14.3,7.2,116,4,12.8,1016.2,1028.1,1001.2,1018.7,1030.6,1004.6,72,21,193.5
2024,4,제주,16.2,19.5,13.2,174.1,2.9,11,1011.3,1024.5,999.2,1013.8,1026.9,1001.7,83,36,152.1
2024,5,제주,18.7,22.4,15.2,128.8,3.4,12.3,1011.8,1019.1,1000,1014.2,1021.9,1002.4,77,27,265.9
2024,6,제주,22.3,25.3,19.7,432.8,2.8,11,1006.6,1017.2,996.7,1008.9,1019.6,999.2,88,45,155
2024,7,제주,27.4,29.9,25.3,172.8,3.8,11.3,1006.3,1015.4,998.9,1008.8,1017.9,1001.3,94,71,204.9
2024,8,제주,29.3,32.5,26.7,78.2,3,10.2,1004.9,1010.2,999.3,1007.2,1012.5,1001.9,82,54,282.6
2024,9,제주,27.4,30.7,24.7,126.8,3.2,11.3,1009.9,1016.5,999.7,1012.2,1018.8,1002.8,82,55,228
2024,1,청주,-0.2,4.1,-4.1,35.9,1.4,6.4,1021.5,1030.5,1012.9,1025.6,1034.7,1016.9,75,23,140
2024,2,청주,3.8,8.4,-0.4,84.3,1.5,6.1,1020.3,1028.6,1005,1024.3,1032.7,1008.9,77,25,94.3
2024,3,청주,7,12.8,1.4,39.3,2,8,1014.6,1026.8,1000.4,1018.5,1030.8,1004.3,62,10,205.5
2024,4,청주,15.9,22.3,10,46.9,1.5,6,1009.9,1023.2,1000.4,1013.7,1027.1,1004.2,64,17,200
2024,5,청주,18.3,24.4,12.6,122.6,1.7,7.7,1009.5,1017.1,997.8,1013.2,1021,1001.5,68,22,281.4
2024,6,청주,23.8,29.6,18.3,87,1.5,6.2,1004.1,1016.2,991.3,1007.7,1020,994.9,68,18,278.1
2024,7,청주,26.6,30.4,23.5,522.9,1.9,10.3,1003.1,1012.4,994,1006.7,1016.1,997.7,83,43,126.2
2024,8,청주,28.4,33.2,24.6,108.9,1.5,8.6,1003.5,1008.5,998.2,1007.1,1012.1,1001.7,80,47,250.6
2024,9,청주,25.1,30.3,21.4,316.5,1.5,6.2,1009.1,1018.3,1001,1012.8,1022.1,1004.6,79,33,166.1
2024,1,충남,0.2,5,-4,39.3,1.4,6.5,1023.9,1032.8,1015.6,1026.1,1035.2,1017.3,77,28,156
2024,2,충남,3.7,8.5,-0.6,105.4,1.5,6.8,1022.5,1030.3,1007.3,1024.7,1032.9,1009,82,38,107.6
2024,3,충남,6.5,12.5,0.7,43.4,1.9,8.4,1017.1,1029.5,1003.4,1019,1031.2,1005,69,17,218.7
2024,4,충남,14.8,21.4,8.7,51.8,1.4,6.1,1012.1,1025.3,1002.1,1014.1,1027.4,1004.4,73,23,205.6
2024,5,충남,17.2,23.5,11.4,128.2,1.6,7.5,1011.9,1019.4,1000.2,1013.7,1021.4,1001.9,75,31,279.8
2024,6,충남,22.7,28.8,17.1,107.8,1.5,7,1006.5,1018.4,992.6,1008.2,1020.2,995.2,76,33,303.7
2024,7,충남,26.3,29.9,23.4,525.2,2,9.4,1005.5,1014.6,995.8,1007.1,1016.6,998.2,92,54,150.4
2024,8,충남,28.2,33.1,24.4,103.5,1.3,7.1,1005.7,1011.1,1000.3,1007.6,1012.6,1002.3,88,49,253.8
2024,9,충남,25.2,30.4,21.2,277.9,1.2,5.7,1011.3,1019.9,1002.4,1013.4,1022.5,1005.1,83,41,202.1
2024,1,충북,-0.8,3.8,-4.9,34.6,1.7,7.5,1021.5,1030.5,1012.9,1025.6,1035.9,1017,75,26,172.5
2024,2,충북,3.1,7.9,-1.1,85.6,1.6,6.2,1020.3,1028.6,1005,1025,1034.5,1009,79,26,106
2024,3,충북,6.2,12.2,0.2,49.7,2,8.1,1014.6,1026.8,1000.4,1018.5,1030.9,1004.5,65,15,205.5
2024,4,충북,15.1,21.7,8.9,50.4,1.6,6.6,1009.9,1023.2,1000.4,1014,1028.7,1004.4,66,17,203.3
2024,5,충북,17.4,24,11.1,118.2,1.7,7.4,1009.5,1017.1,997.8,1013.3,1021.6,1001.5,71,22,281.4
2024,6,충북,22.8,29,16.8,106.2,1.4,5.9,1004.1,1016.2,991.3,1007.8,1020.1,995.4,72,26,278.1
2024,7,충북,25.9,29.8,22.8,495.7,1.6,8.2,1003.1,1012.4,994,1006.9,1017.2,998.2,88,48,126.2
2024,8,충북,27.5,32.6,23.5,76.1,1.3,7.2,1003.5,1008.5,998.2,1007.5,1012.4,1001.9,84,47,250.6
2024,9,충북,24.1,29.5,20.1,234.9,1.3,6.8,1009.1,1018.3,1001,1013.6,1023.6,1005.1,84,39,183.2
2023,1,강원,-2.7,3,-8,49.9,1.5,7.5,1019.9,1027.5,1007.6,1026.1,1036.2,1010.3,75,21,219.3
2023,2,강원,1,6.7,-4.3,16,1.4,7.4,1022.3,1034,1009,1027.1,1042,1015.2,68,16,216.2
2023,3,강원,8.3,15.3,1.4,13.1,1.6,7.4,1016.9,1028.1,1004.9,1020.9,1034.1,1007.1,59,12,272.6
2023,4,강원,12.2,18.2,6.2,57.5,1.9,9.8,1011.6,1025.8,997.8,1015.3,1030.3,1002.3,65,12,225.8
2023,5,강원,17.2,23.4,11,112,1.6,7.4,1010.9,1021,1001.2,1014,1028.5,1003.3,71,18,281.4
2023,6,강원,21.6,27.1,16.8,196.6,1.5,7,1004.5,1014.5,996.6,1007.6,1018.2,998.6,81,26,247.7
2023,7,강원,25.2,29.9,21.7,278,1.3,7.3,1004.6,1013.8,985.6,1008,1017.4,991.8,87,40,202.3
2023,8,강원,25,29.6,21.6,325,1.3,7.5,1004.5,1011.4,988.9,1006.9,1015.3,992.2,89,48,202.8
2023,9,강원,21,25.9,17.4,178.2,1.2,5.6,1011.8,1023.2,1004.8,1014.7,1025.7,1008,89,42,192.8
2023,10,강원,13.2,19.7,8.1,26.3,1.2,6.2,1015.5,1024.6,1004.3,1020,1030.8,1009.1,82,25,229.3
2023,11,강원,6.3,11.8,1.2,66.7,1.9,9.1,1016.5,1031.6,993.1,1022.4,1037.6,1000.8,73,21,222.8
2023,12,강원,0,4.8,-4.6,129.8,1.7,8.1,1020.7,1032.9,1000.8,1026.1,1041.5,1005.8,79,32,188.5
2023,1,경기,-3.1,2.6,-8.5,43.8,1.1,6.5,1022.2,1031.8,1005.6,1026.2,1035.9,1009.8,73,25,201.3
2023,2,경기,1,7.4,-4.5,0.7,1.2,6.5,1023.3,1036,1012.2,1027.2,1040.2,1016,68,22,200.7
2023,3,경기,8.4,16.4,1.1,9.7,1.5,7.5,1017.5,1028.4,1002,1021.3,1032.3,1005.5,62,14,251.2
2023,4,경기,12.8,19.1,6.6,78.9,1.6,7.8,1011.8,1022.3,999.4,1015.9,1026.5,1003.3,68,13,198.9
2023,5,경기,18.1,24.7,12,146.2,1.4,6.4,1010.1,1021.4,997.5,1014.3,1026.1,1001.2,76,20,244.2
2023,6,경기,22.4,27.6,17.8,175.8,1.3,5.5,1003.9,1012.1,994.4,1007.6,1016,998.4,85,34,214.7
2023,7,경기,25.6,29.9,22.3,472.1,1.3,6.6,1004.1,1013.5,988,1008.1,1017.2,992.5,91,44,164.8
2023,8,경기,26,30.5,22.5,233.2,1.2,5.8,1002.6,1009.7,989.9,1006.3,1013.5,993.4,90,56,194.1
2023,9,경기,22.2,27.2,18.3,107.3,1.1,4.6,1010.3,1020.2,1005.1,1014,1023.8,1008.5,88,42,169
