OCCRNC_YEAR,OCCRNC_MM,PATNT_CNT,OCCRNC_CNT,OCCRNC_AREA
2006,09,8,1,대전
2006,09,175,11,경기
2006,08,183,9,서울
2006,08,183,7,강원
2006,08,35,3,전남
2006,08,25,2,경북
2006,08,48,1,경남
2006,08,4,1,제주
2006,08,485,3,대구
2006,08,365,9,인천
2006,08,35,1,광주
2006,08,32,2,대전
2006,08,119,4,경기
2006,07,80,10,서울
2006,07,83,4,강원
2006,07,10,1,전북
2006,07,1,1,경북
2006,07,17,2,제주
2006,07,32,1,대구
2006,07,7,1,인천
2006,07,4,1,광주
2006,07,24,3,대전
2006,07,31,3,울산
2006,07,59,4,경기
2006,06,1488,18,서울
2006,06,227,2,강원
2006,06,47,1,충남
2006,06,104,1,전남
2006,06,39,2,경북
2006,06,32,1,경남
2006,06,27,2,대구
2006,06,1667,15,인천
2006,06,3,1,대전
2006,06,330,1,울산
2006,06,603,12,경기
2006,05,390,1,서울
2006,05,84,1,충남
2006,05,170,1,부산
2006,05,3,1,울산
2006,05,162,2,경기
2006,04,2,1,서울
2006,04,8,1,전북
2006,04,26,1,부산
2006,04,35,4,인천
2006,04,4,1,대전
2006,03,48,2,충북
2006,03,81,1,충남
2006,03,43,1,전북
2006,03,117,1,대구
2006,03,3,1,인천
2006,03,6,1,대전
2006,03,21,1,경기
2006,02,13,2,서울
2006,02,15,1,인천
2006,02,24,1,울산
2006,01,2,1,서울
2006,01,4,1,전남
2006,01,8,1,경북
2006,01,15,1,제주
2006,01,5,1,인천
2006,01,18,1,경기
2005,12,341,1,서울
2005,12,22,1,대구
2005,12,190,2,인천
2005,12,3,1,대전
2005,12,2,1,울산
2005,11,15,1,서울
2005,11,47,1,충남
2005,11,387,3,경기
2005,10,4,1,서울
2005,10,11,1,전북
2005,10,5,1,전남
2005,10,2,1,인천
2005,10,5,1,울산
2005,10,24,1,경기
2005,09,145,3,서울
2005,09,16,1,강원
2005,09,14,1,충북
2005,09,294,2,충남
2005,09,152,4,전남
2005,09,131,2,대구
2005,09,36,2,인천
2005,08,4,1,서울
2005,08,34,2,강원
2005,08,70,2,전남
2005,08,4,1,경북
2005,08,3,1,제주
2005,08,138,2,대구
2005,08,7,1,인천
2005,08,15,1,광주
2005,08,364,2,경기
2005,07,45,4,서울
2005,07,140,1,강원
2005,07,41,3,전남
2005,07,120,3,경기
2005,06,51,5,서울
2005,06,134,1,강원
2005,06,102,2,충북
2005,06,67,2,전북
2005,06,544,2,전남
2005,06,81,2,부산
2005,06,8,1,대전
2005,06,75,1,울산
2005,05,40,2,서울
2005,05,93,1,전남
2005,05,297,2,경남
2005,05,29,1,제주
2005,05,109,2,부산
2005,05,3,1,인천
2005,05,17,1,대전
2005,05,101,2,경기
2005,04,72,2,서울
2005,04,81,1,충북
2005,04,6,1,충남
2005,04,119,2,전북
2005,04,328,1,대구
2005,04,10,2,인천
2005,04,18,1,광주
2005,04,42,4,대전
2005,04,189,2,경기
2005,03,14,2,서울
2005,03,30,1,경북
2005,02,69,1,제주
2005,02,9,1,광주
2005,01,2,1,서울
2005,01,122,1,강원
2005,01,7,1,경북
2005,01,11,1,경기
2004,12,12,1,충남
2004,12,66,1,전북
2004,12,165,2,전남
2004,12,25,1,경북
2004,12,54,1,부산
2004,12,18,1,울산
2004,12,35,1,경기
2004,11,60,1,충남
2004,11,125,2,전북
2004,11,84,3,전남
2004,11,120,1,제주
2004,11,58,3,경기
2004,10,5,1,서울
2004,10,69,2,충남
2004,10,26,1,전북
2004,10,152,1,제주
2004,10,3,1,대구
2004,10,5,1,대전
2004,10,243,2,경기
2004,09,13,1,서울
2004,09,28,3,강원
2004,09,40,1,충남
2004,09,13,2,전남
2004,09,226,3,경북
2004,09,125,1,제주
2004,09,12,1,대구
2004,09,16,1,광주
2004,09,8,2,대전
2004,09,137,1,울산
2004,09,1214,7,경기
2004,08,25,2,서울
2004,08,8,1,충남
2004,08,9,1,제주
2004,08,99,2,광주
2004,08,45,1,대전
2004,08,186,2,경기
2004,07,16,2,서울
2004,07,36,1,강원
2004,07,11,1,전북
2004,07,28,2,전남
2004,07,214,3,경북
2004,07,190,3,경기
2004,06,728,5,서울
2004,06,360,3,충북
2004,06,11,2,전남
2004,06,34,1,경북
2004,06,232,4,경남
2004,06,85,3,제주
2004,06,60,1,부산
2004,06,91,2,대전
2004,06,385,3,울산
2004,06,640,12,경기
2004,05,164,5,서울
2004,05,82,1,강원
2004,05,181,2,충북
2004,05,74,2,충남
2004,05,96,1,전북
2004,05,9,1,전남
2004,05,103,2,경북
2004,05,637,3,경남
2004,05,73,1,제주
2004,05,161,4,부산
2004,05,419,3,대구
2004,05,25,1,인천
2004,05,186,3,광주
2004,05,63,2,대전
2004,05,18,1,울산
2004,05,387,3,경기
2004,04,195,2,서울
2004,04,11,1,강원
2004,04,91,2,충남
2004,04,83,3,전남
2004,04,104,2,경북
2004,04,208,1,부산
2004,04,7,2,대전
2004,04,43,1,울산
2004,03,41,1,서울
2004,03,34,1,경북
2004,03,37,1,광주
2004,02,37,1,경북
2004,02,15,1,대구
2004,02,6,1,인천
2004,01,4,1,제주
2004,01,117,1,대구
2004,01,27,1,경기
2003,11,176,2,서울
2003,10,25,2,서울
2003,10,63,2,대구
2003,09,233,7,서울
2003,09,2,1,충북
2003,09,27,1,충남
2003,09,73,2,전북
2003,09,365,2,경남
2003,09,110,2,제주
2003,09,10,1,부산
2003,09,22,3,대구
2003,09,30,4,대전
2003,09,79,5,경기
2003,08,7,1,서울
2003,08,30,2,충남
2003,08,16,1,경북
2003,08,182,5,경남
2003,08,44,4,제주
2003,08,8,2,대전
2003,08,18,1,울산
2003,08,59,1,경기
2003,07,46,2,서울
2003,07,33,2,전남
2003,07,9,1,경북
2003,06,177,3,서울
2003,06,428,2,전북
2003,06,75,1,전남
2003,06,92,2,경북
2003,06,117,1,경남
2003,06,22,1,제주
2003,06,304,3,부산
2003,06,73,2,대구
2003,06,31,1,인천
2003,06,17,1,광주
2003,06,165,2,대전
2003,05,297,3,서울
2003,05,8,1,강원
2003,05,205,1,충북
2003,05,47,2,충남
2003,05,234,3,전북
2003,05,51,3,전남
2003,05,165,5,경남
2003,05,28,1,제주
2003,05,177,2,대구
2003,05,37,1,인천
2003,05,667,3,경기
2003,04,35,1,경북
2003,04,5,1,경남
2003,04,18,1,제주
2003,04,38,1,대구
2003,04,48,1,인천
2003,04,3,1,대전
2003,04,61,1,경기
2003,03,1552,14,서울
2003,03,589,1,충북
2003,03,4,1,충남
2003,03,52,2,경남
2003,03,63,2,인천
2003,03,19,1,광주
2003,03,26,1,대전
2003,03,6,1,울산
2003,03,214,3,경기
2003,01,2,1,부산
2003,01,90,1,경기
2002,12,80,2,경기
2002,11,81,1,강원
2002,11,273,1,경기
2002,10,36,1,충북
2002,10,21,1,전남
2002,10,23,1,경남
2002,10,17,1,대전
2002,09,28,1,충남
2002,09,108,1,경북
2002,09,119,6,경남
2002,09,6,1,울산
2002,09,15,1,경기
2002,08,57,3,충남
2002,08,27,1,전북
2002,08,10,1,경북
2002,08,17,2,경남
2002,08,17,1,제주
2002,08,14,1,부산
2002,08,14,1,대구
2002,08,56,3,경기
2002,07,17,1,서울
2002,07,13,1,경남
2002,07,245,1,인천
2002,07,74,2,경기
2002,06,49,3,서울
2002,06,113,1,강원
2002,06,27,2,경남
2002,06,8,1,광주
2002,06,34,1,경기
2002,05,13,1,서울
2002,05,97,2,강원
2002,05,11,1,제주
2002,05,97,2,대구
2002,05,53,2,대전
2002,05,9,1,울산
2002,05,18,1,경기
2002,04,36,3,서울
2002,04,236,3,강원
2002,04,68,3,전남
2002,04,74,1,경북
2002,04,18,1,경남
2002,04,22,1,경기
2002,03,99,2,서울
2002,03,22,1,강원
2002,03,25,1,충북
2002,03,19,1,경남
2002,03,19,1,부산
2002,02,42,1,경남
2002,02,137,1,광주
2002,01,57,2,강원
2002,01,194,1,전북
2002,01,15,1,경북
